IDLink,Title,Headline,Source,Topic,PublishDate,SentimentTitle,SentimentHeadline,Facebook,GooglePlus,LinkedIn
92795.0,Obama administration fails to screen Syrian refugees' social media accounts,"The Obama administration isn't vetting the social media profiles of all Syrian refugees despite promises made last year after the San Bernardino terrorist attack, which exposed holes in the U.S. immigration screening process. Concerns over refugee screening spurred Kansas Gov. Sam Brownback, a Republican, on Tuesday to cancel his state's ",The Washington Times,obama,2016-04-26 19:21:00,0.0,-0.0423001275383461,569,9,20
75200.0,Brainwashed Palestinians,"Once, a friend of mine, a Palestinian writer (or actually trying to be a writer) told me that he wants to write a story or a novel about the Massada",Intifada Palestine,palestine,2016-01-30 11:05:38,0.0,-0.313799381904001,25,1,0
54714.0,Centerra Gold blames weak Kyrgyz economy for pressure on gold miner,"By Nicole Mordant VANCOUVER (Reuters) - A weaker economy in Kyrgyzstan is to blame for the Central Asian state &quot;turning up the heat&quot; on Centerra Gold Inc in recent weeks as the country guns for a bigger slice of the miner's profits, Centerra's chief executive said on Monday. In the past five weeks, the Canadian gold miner has, amongst others, been fined around $100 million for environmental ",Reuters via Yahoo! News,economy,2016-06-06 15:55:00,-0.138192699598142,-0.0139985821658266,0,0,0
7011.0,Tech Toys Review: 5 Reasons the Microsoft Surface Pro 4 could ...,"Microsoft's Surface tablets have gone through several generations, but the Surface Pro 4 seems to be the one that's best at persuading",Vancouver Sun (blog),microsoft,2015-12-04 18:03:21,0.0833333333333333,0.0318234423260821,2,1,0
18855.0,"Microsoft's Android alarm app wants you to rise, shine and selfie - CNET",Microsoft wants to help reluctant sleepyheads wake up in the mornings with clever app-based games. ,CNET,microsoft,2016-01-22 13:28:00,0.203515969889343,0.145833333333333,29,0,24
39566.0,Is West Bengal's economy actually reviving under Mamata Banerjee?,"The economic decline of West Bengal is one of the most discussed and debated topics in the Indian public sphere. Pre-Independence, united",Scroll.in,economy,2016-04-04 03:48:17,0.0,-0.0347524023428459,297,2,0
11104.0,Microsoft disables Hey Cortana feature from Android app,"Amsterdam, Dec. 22 (ANI): Microsoft has launched an update for its Cortana for android that removed its 'Hey Cortana' detection feature. ",ANI via Yahoo! India News,microsoft,2015-12-22 03:23:00,0.0,0.0,0,0,0
95434.0,One Big Piece Of Obama's Legacy: A Park System That Looks Like ...,"WASHINGTON """""" President Barack Obama is expected to declare the Stonewall Inn a national monument in the coming weeks. Stonewall",Huffington Post,obama,2016-05-08 14:15:12,0.0706652673226887,0.0358462084172753,326,5,4
5793.0,"Microsoft Monday: Windows 10 Spying Becomes Worse, Gates ...","""""""Microsoft Monday"""""" takes a look back at the past week of news related to Microsoft. This week, """"""Microsoft Monday"""""" includes details about",Forbes,microsoft,2015-12-01 01:20:16,-0.0804644366984089,0.177667263629675,21,5,13
38883.0,"Microsoft integrates Xamarin into Visual Studio for free, will open ...","Microsoft today announced that Xamarin is now available for free for every Visual Studio user. This includes all editions of Visual Studio,",VentureBeat,microsoft,2016-03-31 17:01:19,-0.269013203729602,0.0333126119305641,155,20,177
29447.0,Korean economy enters slowing mode: KDI,The Korean economy has entered a slowdown mode due largely to faltering exports and flaccid domestic consumption coupled with waning,The Korea Herald,economy,2016-03-07 04:15:32,0.0,0.0559016994374947,0,0,0
63777.0,Obama family serves Thanksgiving dinner to homeless and vets,"Obama was in charge of serving turkey and gravy to the veterans and other homeless people, while first lady Michelle Obama served up vegetables. ",CBS 6 Richmond,obama,2015-11-25 18:27:00,-0.15625,0.070876439316643,214,0,0
70177.0,Vatican Recognizes Palestine As A State,"A treaty facilitating relationships between Vatican and Palestine """""" referred to as a """"""state"""""" in the text """""" has entered full force, sealing de-facto",Eurasia Review,palestine,2016-01-04 04:41:49,-0.0510310363079829,0.0260643017571343,7,1,0
62610.0,Scottish couple tell of their insights into Middle East troubles as they ride through Palestine to raise money for ...,GRAHAM and Anne Bryce bravely undertook the challenge to raise money for the Medical Aid for Palestinians charity and told PAUL ENGLISH all about their rollercoaster journey. ,Daily Record,palestine,2015-11-20 11:53:00,-0.0418683714313775,0.283623319739404,103,0,0
16963.0,Microsoft's Project Islandwood gets updated with iOS app ...,"Microsoft seems to be going all out with Project Islandwood-- its bridge for iOS apps, which enables developers to port their apps to the",Neowin,microsoft,2016-01-15 07:40:27,0.0,0.0127577590769957,8,1,2
31881.0,Jeff Sessions: US 'Economy Cannot Sustain' Current Lawful ...,"At this point in time our economy cannot sustain the current lawful rate of immigration, much less the illegal flow. It's time to listen to the voices of",Breitbart News,economy,2016-03-16 15:40:33,0.0,-0.074726726017866,292,5,4
13302.0,Microsoft criticises India's cloud policy,"NEW DELHI: Microsoft has criticised the Centre's proposal to empanel a set of cloud service providers for rendering government services, with",Economic Times,microsoft,2016-01-01 22:31:24,-0.0896756428476477,-0.0753079031616501,31,2,48
71736.0,Here's Why President Obama Won't Force Through a Ton of ...,Obama has consistently taken heat from corporate interests for burdening them with regulations. But his final year will not likely add much to,Fortune,obama,2016-01-11 23:04:46,-0.0395284707521047,-0.432319885145002,9,0,1
19678.0,Iran poses an economic challenge to Saudi Arabia,"These deals, with the two European countries to which Iran was closest before an embargo crippled its economy, are a portent of what is to",Financial Times,economy,2016-01-26 16:00:20,0.0883883476483184,-0.05,40,0,37
7474.0,JP Morgan And Citigroup Agree That The US Economy Is ...,"As we approach the end of 2015, researchers at both J.P. Morgan and Citigroup agree that the probability that the U.S. economy will soon",Seeking Alpha,economy,2015-12-07 11:00:17,0.118585412256314,0.025,4,1,9
79260.0,"Palestine: New year, new Israeli violence","The """"""new normal"""""" of extrajudicial killings, set during the escalation of violence in Occupied Palestine last October, remains firmly in place.",Green Left Weekly,palestine,2016-02-22 00:35:09,-0.11907241805196,-0.0633741122893693,8,0,0
64700.0,Obama To Put A Human Face On Dangers Of Climate Change,"In Paris, President Obama meets with the leaders of island nations """""" they are among the first to feel the effects of rising sea levels. Obama will",NPR,obama,2015-12-01 10:44:39,-0.173054948814946,0.0923380136275616,10,1,5
101778.0,John McCain: President Obama is 'directly responsible' for Orlando,"When Donald Trump said yesterday that President Obama was """"""directly responsible"""""" for the deadliest mass-shooting in American history, it was",MSNBC,obama,2016-06-17 13:35:43,0.0,-0.0060616080621109,1262,17,3
90881.0,Obama's first farewell tour starts with damage control,"WASHINGTON (AP) — President Barack Obama sets out this week on his first in a series of international farewell tours, a sometimes wistful tradition for presidents in legacy mode. But in a reminder of this president's uneven ties to allies, Obama's first stop will involve more damage control than nostalgia, more friction than fondness. ",Associated Press via Yahoo! News,obama,2016-04-18 01:00:00,-0.0110485434560398,-0.200889824774958,164,0,0
75689.0,There's no alternative: help Israel and Palestine seek peace ...,"Only sustained negotiations, entered into in good faith, will resolve their differences and bring peace to the peoples of Israel and Palestine,""""""",Catholic News Agency,palestine,2016-02-02 13:21:38,-0.302083333333333,-0.181183594889013,73,1,0
21919.0,"Plumbago: How Microsoft is building new app for notes, stylus ...","Plumbago is a new note-taking app from Microsoft for stylus-equipped tablets. Image: Microsoft Research. If you don't like One Note, the group",ZDNet,microsoft,2016-02-03 13:28:28,-0.0461165492107888,-0.192783914941269,14,2,40
59227.0,Behind the scenes of escort economy 2.0,"As far as the escort economy goes, Mumbai, he says, is a &quot;small town&quot; compared to Delhi, with its many high-profile clients and tony hotels.",Times of India,economy,2016-06-26 09:40:04,-0.0510310363079829,-0.0708683386892301,-1,0,1
52847.0,Deputy PM calls for Chinese investors to join Russia's regional ...," has called for Chinese investors to join more regional projects in the country, in special economic zones and regional technological clusters.",TASS,economy,2016-05-30 15:00:11,0.0,0.0,4,0,1
29185.0,How to Turn on the Black Theme in Microsoft Office,Microsoft has rolled out a new theme for Office that's easier on your eyes and also makes buttons and other menu items in the Ribbon stand out,Laptop Mag,microsoft,2016-03-04 22:00:35,0.0197642353760524,-0.10023442173431,1,0,0
98569.0,Obama Political Appointee 'Burrows' Into Permanent Job at VA,"An Obama administration political appointee has """"""burrowed"""""" into a high-level career civil service job at the Department of Veterans Affairs (VA),",Daily Caller,obama,2016-05-27 02:15:29,-0.037326388888889,-0.0238740385502377,105,5,15
6034.0,Microsoft Corporation Climbs After Upgrade For Cloud Potential,Microsoft shares rallied on Monday after a key upgrade from analysts at Raymond James. The stock continued to climb during morning trading,ValueWalk,microsoft,2015-12-01 18:38:20,-0.13600756994385,0.0939859824600983,0,0,1
101575.0,Where are Palestine's good neighbours?,"The French Middle East peace initiative, launched by President Francois Hollande on 3 June, is the latest international attempt to resolve the Israel-Palestine conflict. ", ,palestine,2016-06-16 03:40:00,0.0,-0.261534061078412,2,1,0
28976.0,Forex Snapshot: Japan's Economy,Are they right to be confident over the economy's performance? Let's take a quick look at Japan's major economic factors and see for ourselves!,FXStreet,economy,2016-03-04 11:16:27,0.0,-0.0213775997486016,2,0,0
90944.0,Bernie Supporters Are Mostly Disappointed in Obama,Obama didn't run in the truthteller tradition. He ran more in the JFK/Clinton tradition: a young guy bringing the voice of a new generation to the,Mother Jones,obama,2016-04-18 17:08:09,-0.188982236504614,-0.127498184446042,122,2,0
14384.0,"Microsoft is pulling the plug on Internet Explorer 8, 9, and 10 next Tuesday"," Microsoft is ending support for Internet Explorer 8, 9, and 10 next week on January 12th, releasing a final patch encouraging users to upgrade to one of the company's more recent browsers. The end of support means that these older versions of Internet Explorer will no longer receive security updates or technical support, making anyone who uses them much more vulnerable to hackers. A recently ",The Verge via Yahoo! News,microsoft,2016-01-06 01:57:00,0.0376889180722205,-0.154858134024878,179,0,20
65404.0,Obama signs law to spend billions on N.J. roads,President Obama said the legislation &quot;will help us build on America's progress by growing our economy and creating more good jobs for our,NJ.com,obama,2015-12-05 00:44:39,0.0790569415042095,0.110460930674988,492,0,7
94483.0,The Obama Justice Department's Insane Attack on North Carolina,"Of all Barack Obama's unforgivable sins, his corruption and politicization of the Department of Justice ranks near the top. Under Eric Holder and",Power Line (blog),obama,2016-05-05 03:15:11,0.166666666666667,0.149869735103523,156,1,0
20019.0,Stocks Slump as Fed Fuels Fears About Global Economy,&quot;The Fed is specifically acknowledging that they're closely monitoring global economic and financial developments and the implications that it,TheStreet.com,economy,2016-01-27 21:06:26,0.0416666666666667,0.118791111304676,11,3,1
90336.0,Obama moves to fill three local U.S. District Court vacancies,"President Obama has nominated a King County judge, a federal civil rights lawyer and an attorney with the big Perkins Coie law firm to fill three upcoming vacancies on the U.S. District Court bench for Western Washington. ",seattlepi.com,obama,2016-04-14 16:28:00,0.0345481748995353,0.0177429679361772,7,2,0
75836.0,"Obama allies to Sanders: Hey, we're true progressives too, you ...",Barack Obama's allies and White House alumni are none too pleased to be the implicit targets of Sanders' form of progressive populism.,Hot Air,obama,2016-02-03 02:39:30,-0.0790569415042095,-0.278345379686491,20,1,0
92381.0,Non-binary student in England tells Obama she literally has no rights,You don't often see a presidential trip abroad which stirs up so many hornet's nests as Barack Obama's quick stop in England this week.,Hot Air,obama,2016-04-24 19:01:17,-0.0571336203885568,-0.105634245157524,94,3,0
52840.0,ISME seek Govt action on black market economy,The Irish Small and Medium Enterprises Association (ISME) are calling on the Government to refocus on the effect the underground economy is,BreakingNews.ie,economy,2016-05-30 15:08:09,-0.0110485434560398,-0.159900537266708,3,0,0
2956.0,Microsoft woos non-Windows developers with new tools,The May launch of the cross-platform editor Visual Studio Code marked a sea change in Microsoft's developer strategy. Now Microsoft is,InfoWorld,microsoft,2015-11-18 18:00:16,-0.051559869461519,-0.0533001790889026,21,1,6
53452.0,"Microsoft, Xiaomi expand partnership to bring productivity services to millions","As a result, millions consumers and business customers in China, India and around the world will have new ways to work and communicate. ",DNA India,microsoft,2016-06-01 01:23:00,-0.129565543020788,0.0059730691526767,3,0,4
70957.0,CROWBAR's KIRK WINDSTEIN Accuses PRESIDENT OBAMA Of ...,Former DOWN guitarist and current CROWBAR frontman Kirk Windstein has suggested that President Obama faked his tears during his speech,BLABBERMOUTH.NET,obama,2016-01-07 20:27:44,0.0,-0.0747102920607352,508,2,0
5895.0,Indian economy continues to progress on expected path: Chanda ...,"Overall, macro-economic conditions are conducive for an improving growth trajectory as the various policy measures announced by the",Daily News & Analysis,economy,2015-12-01 11:20:14,0.104166666666667,-0.114707866935281,2,5,0
48538.0,Baby Lull Portends Growing Pain for Economy,"The U.S. is experiencing a baby lull that looks set to last for years, a shift demographers say will likely ripple through the U.S. economy and have an impact on everything from maternity wards to federal social programs. ",The Wall Street Journal,economy,2016-05-10 08:43:00,-0.0997406248218795,-0.131563926819922,135,0,78
65701.0,Obama: 'We must make it harder to buy powerful guns as used in ...,"Calling the San Bernardino mass shooting a terrorist act, President Barack Obama stressed that the US must adopt rules making it harder for",RT,obama,2015-12-07 01:28:39,0.174769082657907,-0.234578715814209,741,145,1
5432.0,Tensions With Russia Add to a Chill in Turkey's Economy,"Yet despite the prosperous appearance, a chill has already settled over Eskisehir's economy, and Turkey's, as exports to China and the Middle",New York Times,economy,2015-11-30 00:32:12,-0.118585412256314,0.158568032789485,201,9,376
29883.0,Kenya economy under fire from World Bank,"Kenya's economic growth has failed to keep pace with its peers and the country needs to """"""step up a gear"""""" if it is to achieve its long-term goals,",Financial Times,economy,2016-03-08 16:45:27,0.0472455591261534,-0.119928239239346,19,2,51
25748.0,"Top Rubio Donors Include Goldman Sachs, Microsoft, Tech ...","The Koch Brothers, private prison corporation the GEO Group, and powerful pro-Israel donors have also given generously to the campaigns of",Mintpress News (blog),microsoft,2016-02-19 14:45:33,0.0,-0.0148056053024729,33,5,0
46493.0,"German economy minister cancels Iran trip due to illness, official says","BERLIN, May 1 (Reuters) - German Economy Minister Sigmar Gabriel has fallen ill and therefore cancelled a trip to Iran where he was expected",Daily Mail,economy,2016-05-01 12:40:18,0.0596741202810158,-0.184181729962763,0,0,0
80060.0,"Obama to meet McConnell, Grassley to discuss Supreme Court vacancy",Obama and Dems are trying to pressure the GOP to take up his forthcoming nominee. ,The Hill,obama,2016-02-25 11:26:00,0.286581412952759,-0.164601792213815,28,0,0
5077.0,Newmont acquisition will benefit Indonesian economy:,"It's good for the Indonesian economy. But from the government's perspective, in terms of tax revenue, the situation is the same,&quot; said Didu in",Jakarta Post,economy,2015-11-27 11:15:15,0.0,-0.0671875,0,0,0
67882.0,Obama signs Hezbollah sanctions bill into law,"WASHINGTON """""" President Barack Obama signed into law Friday afternoon legislation designed to tighten sanctions against the Iran-backed",The Times of Israel,obama,2015-12-18 23:24:41,0.0472455591261534,0.0294627825494395,232,2,1
80387.0,From the archives: Obama holds rally at CSU in 2012,"Editor's note: This story was originally published on Aug. 28, 2012 when President Barack Obama hosted a campaign rally on CSU's campus.",The Coloradoan,obama,2016-02-27 05:11:03,0.0625,0.0248451997499976,0,0,0
94496.0,Obama out: President closes out his run as comedian-in-chief,WASHINGTON (AP) — President Barack Obama performed his brand of sharp-tongued comedy at the White House Correspondents’ Dinner for the last time — wrapping up with “Obama out” and dropping the mic while the crowd cheered. ,Johnson City Press,obama,2016-05-02 19:52:00,-0.145730483212586,0.0363885859674778,-1,-1,-1
66412.0,"Obama names favorite song, book and movie of 2015","WASHINGTON (AP) — Kendrick Lamar’s “How Much a Dollar Cost” is tops in the White House. President Barack Obama says the song by the Grammy-nominated rapper from Compton, California, is his favorite song of 2015. In an interview with People magazine that was released Wednesday, Obama also shared his favorite book and movie of the […] ",Seattle Times,obama,2015-12-10 06:11:00,0.0441941738241592,-0.0144578414950451,1,0,0
76404.0,Illinois Dems Move to Make Obama's Birthday a State Holiday,Illinois State Rep. Andre Thapedi introduced a new bill this week that could make President Barack Obama's birthday a state holiday.,NBC Chicago,obama,2016-02-05 22:07:36,0.0038210855060366,-0.0019094065395649,24,3,0
48519.0,The Microsoft phone that reacts BEFORE you touch it,"Microsoft unveiled the pre-touch technology at the CHI 2016 human computer interface conference in San Jose, California. They say it will transform how people interact with phones. ",Daily Mail,microsoft,2016-05-09 05:44:00,-0.0274305555555556,0.0721687836487032,36,0,0
64430.0,Palestine Solidarity Day 2015 in Jakarta Runs Lively,Jakarta (Antara News) - Indonesia has again showcased its support for the Palestinian independence where this time through the,ANTARA,palestine,2015-11-30 10:29:43,0.186357483219827,0.0441941738241592,0,0,0
96019.0,Time to recognise state of Palestine,"Much as all politics is local, this time around, for the United States foreign policy, it is equally significant. Both Hillary Clinton and Donald Trump,",gulfnews.com,palestine,2016-05-11 15:35:29,0.344459495078884,0.182166666666667,26,0,0
28555.0,Infosys to collaborate with Microsoft on analytics solutions,BENGALURU: IT major Infosys has announced that it will collaborate with Microsoft to deploy advanced analytics solutions to support,Times of India,microsoft,2016-03-02 10:20:33,0.0441941738241592,0.0,63,1,170
11614.0,Microsoft Offers Mea Culpa in OneDrive Unlimited Storage Flap,"Last month, Microsoft announced that it would stop offering unlimited OneDrive cloud storage to customers with Office 365 consumer and",eWeek,microsoft,2015-12-19 00:00:00,-0.0416666666666667,-0.165489995526421,-1,-1,-1
91533.0,Van Susteren: Obama needlessly dividing the country by putting ...,"It's not often that one can take issue with the argument that Barack Obama is needlessly dividing the country, but this might be the exception.",Hot Air,obama,2016-04-21 15:06:09,-0.166666666666667,-0.373333333333333,155,6,0
49572.0,Microsoft pulls the plug on Project Spark,"Out of the blue, Microsoft has announced that Project Spark is closing down. The Xbox One experiment which made it possible for just about anyone to create and publish games is to be killed off &quot;after much consideration&quot;. The service will be completely offline by 12 August meaning that after this date it will no longer be possible to upload or download content. Microsoft stopped development of ",BetaNews,microsoft,2016-05-14 06:47:00,0.0472455591261534,-0.0952057595465974,9,5,1
849.0,China will hold global economy back in 2016,"China is holding the world economy back. While it's expected to have a 'soft landing,' it will keep the global economy in low gear next year. ",CNN Money,economy,2015-11-10 12:40:00,0.460644201479996,-0.102239110168996,213,2,30
102308.0,Phil Jimenez Swipe Files Obama (And Himself) For X-O Manowar #50,"In 2008, America's newly elected and soon-to-inaugurated president, Barack Obama, strode onto the cover of Amazing Spider-Man #583 and",Bleeding Cool News,obama,2016-06-21 14:01:14,0.0,0.0698771242968684,3,1,0
101964.0,Fatah and the Palestinian Authority's Jihadist Tendencies,"Fatah and the Palestinian Authority's Jihadist Tendencies the almighty and by my honour and beliefs I swear to remain faithful to Palestine,",American Thinker,palestine,2016-06-19 07:22:17,0.0,0.0,31,1,3
76832.0,Rubio's clumsy case against Obama and 'change',"""""""Barack Obama is the first president, at least in my lifetime, who wants to change the country. Change the country """""" not fix it. Not fix its problems.",MSNBC,obama,2016-02-08 22:05:30,-0.188982236504614,-0.0384900179459752,253,2,0
73370.0,Malcolm Turnbull and Barack Obama hold key White House talks ...,"Prime Minister Malcolm Turnbull has met United States President Barack Obama who has acknowledged Australia's existing, large contribution",ABC Online,obama,2016-01-19 21:25:04,0.0120781438409208,0.0392837100659194,82,1,3
73932.0,Obama enlists Pentagon to overhaul security clearance system,"The Obama administration is enlisting the Pentagon to help overhaul the federal security clearance system following a devastating data breach. The director of national intelligence, James Clapper, and ",Associated Press via Yahoo! News,obama,2016-01-22 13:45:00,-0.0745776683282687,-0.0004921412408974,7,0,0
55609.0,Stocks tumble amid concerns over global economy,World stocks fell sharply on Friday amid concerns over the global economy and as investors look ahead to the U.S. Federal Reserve’s policy meeting next week. ,Mississippi Business Journal,economy,2016-06-10 07:03:00,-0.0393712992717946,0.104333943070255,-1,0,0
49736.0,ECONOMICS &gt;May presenting trouble for Turkish economy,"The future of the economic administration is also significant. However, once the prime ministerial candidate is known, the economic",Hurriyet Daily News,economy,2016-05-15 23:09:16,-0.0718891894206322,0.0210297756048016,0,0,0
96943.0,Obama cements his legacy with his trip to Hiroshima,"It is characteristic of Barack Obama, whose original ambition of constructive dialogue with Republicans was so decisively thwarted, that the",Financial Times,obama,2016-05-13 00:00:00,-0.0590277777777777,0.0559016994374947,-1,-1,-1
64405.0,Obama's First Stop in Paris Is Saddest of Destinations,"Obama's first stop in Paris is saddest of destinations, leads silent tribute at Bataclan ",ABC News,obama,2015-11-29 15:58:00,-0.0104166666666667,-0.175390190005029,18,0,2
52121.0,Microsoft set to ban most common passwords in bid to improve security,"The leak of 117 million LinkedIn credentials, has pushed Microsoft to ban all weak passwords. The firm will now tell users if their password is easy to crack using a list of compromised ones. ",Daily Mail,microsoft,2016-05-26 10:44:00,-0.176867646527059,-0.0393850696599766,22,1,0
25195.0,Why Buhari lacks solution to Nigeria's dwindling economy  Fayose,"Governor Ayodele Fayose of Ekiti State has raised the alarm over the imminent collapse of the county's economy, saying the President",Vanguard,economy,2016-02-17 16:32:28,0.0416666666666667,0.10547198028073,399,2,0
91900.0,Cameron could not have asked for more from Obama's Brexit warning,Cameron could not have asked for more from Obama's Brexit warning Obama speaks during a press conference with Cameron on Friday.,The Guardian,obama,2016-04-22 19:55:09,-0.107413416505828,-0.129263791924515,37,4,1
72276.0,Obama Administration to Expand Refugee Plan,Secretary of State John Kerry announced Wednesday the U.S. is expanding its refugee admission program to help more people from Central,NBCNews.com,obama,2016-01-13 17:24:48,0.13891782106062,0.239850805900062,47,2,0
1293.0,Microsoft and Amazon announce UK data centre plans,Microsoft and Amazon have separately announced plans to open new data centres in the UK next year. ,Out-Law,microsoft,2015-11-12 02:02:00,0.0441941738241592,-0.203797296037474,1,7,5
345.0,Microsoft reorg stirs company’s alphabet soup of units,"Tech savvy isn’t the only reason many Microsoft employees don’t carry business cards. For some, their titles are out-of-date before the new set arrives. ",Seattle Times,microsoft,2015-11-06 15:02:00,0.0,-0.0228616011104886,-1,-1,-1
28146.0,"Is negativity from Trump, Sanders hurting the economy?",Donald Trump and Bernie Sanders give the impression that the U.S. economy is a disaster. Trump says the American Dream is dead and the country is no longer great. Sanders believes the economy is rigged and the middle class is &quot;collapsing.&quot; ,WJXT Jacksonville,economy,2016-03-01 00:53:00,0.0,-0.140914677014469,0,0,0
36344.0,Microsoft apologizes after AI teen Tay misbehaves - CNET,"The chatbot was supposed to engage with millennials in a casual and playful way. Instead, she let loose a string of racist and sexist tweets. ",CNET,microsoft,2016-03-25 17:22:00,0.0,-0.212388888888889,-1,0,39
94198.0,Obama honors Connecticut woman as Teacher of the Year,WASHINGTON (AP) — President Barack Obama honored as National Teacher of the Year a Connecticut woman who has demonstrated through her own life that students can overcome almost any obstacle. ,Associated Press via Yahoo UK & Ireland News,obama,2016-05-03 15:05:00,-0.0416666666666667,-0.0232119172721315,0,0,0
102996.0,President Obama Acknowledges 'Brexit' To Silicon Valley Crowd,"President Obama delivered a speech Friday at Stanford University, and remarked on the Brexit vote in front of a crowd of young, tech-forward,",NPR,obama,2016-06-25 13:43:12,0.0,-0.108440952154464,29,0,35
22981.0,Microsoft Co. (MSFT) Given Sell Rating at Citigroup Inc.,Microsoft Co. logo Citigroup Inc. reaffirmed their sell rating on shares of Microsoft Co. (NASDAQ:MSFT) in a research note issued to investors,Financial Market News,microsoft,2016-02-08 09:51:30,0.0833333333333333,0.0622647208642654,0,0,0
87396.0,Netanyahu Seeking to Close US Aid Deal Before Obama Leaves ...,Prime Minister Benjamin Netanyahu wants to conclude a new 10-year deal on U.S. aid to Israel before President Barack Obama leaves office in,Haaretz,obama,2016-03-31 23:15:08,0.212663172646324,0.106314658974964,29,0,0
52041.0,Absolute Embeds Persistence Technology in Microsoft Surface 3 Devices,"VANCOUVER , May 26, 2016 /CNW/ -  Absolute® (TSX: ABT) the industry standard for persistent endpoint security and data risk management solutions, today announced Microsoft® will enable Persistence® technology ",CNW Group via Yahoo Canada Finance,microsoft,2016-05-26 04:00:00,0.187825238752677,0.0578125,0,0,0
62345.0,Ben Stein Asks If Obama Hates America Because He's Black,"Conservative commentator Ben Stein said yesterday there's no doubt President Obama hates America, but asked if that might have to do with",Mediaite,obama,2015-11-19 00:00:00,-0.0790569415042095,-0.135471288517628,987,16,1
85977.0,The Latest: Cruz attacks Trump's reference to 'Palestine',"&quot;Palestine has not existed since 1948,&quot; Cruz began in his speech Trump made at least three references to &quot;Palestine,&quot; and noted that both",Crookston Daily Times,palestine,2016-03-22 00:00:00,0.0,-0.159344359799775,-1,-1,-1
76019.0,Presdient Obama rebuts anti-Muslim rhetoric in first U.S. mosque visit,"BALTIMORE""""""President Barack Obama, in his first visit to a mosque in the United States, said Wednesday he was seeking to rebut """"""inexcusable",FOX 61,obama,2016-02-03 23:20:30,0.0451054897804395,-0.221546564935642,8,0,0
64526.0,World leaders call for action at Paris climate talks  live,This is a great photo of Obama and Putin meeting earlier in the halls of Vladimir Putin and Barack Obama shake hands at the Paris climate,The Guardian (blog),obama,2015-11-30 10:24:39,0.0,-0.155667182265934,1244,30,143
46895.0,Draghi: ECB Monetary Policy Is Stimulating the Economy,"Speaking in Frankfurt, Mr. Draghi said that the central bank's policy is helping the eurozone economy get back on its feet. &quot;Today, faced with a",Fox Business,economy,2016-05-02 17:00:19,0.0441941738241592,0.112194772310303,3,0,1
99414.0,Obama: Democratic nominee clear next week,"After 'healthy debate' in the party, US President Barack Obama says he expects the Democrats' nominee will emerge next week. ",AAP via Yahoo!7 News,obama,2016-06-01 19:41:00,0.0312955641031609,0.0559016994374947,0,0,0
7787.0,Essex University contributes £464million to the economy in the East every year,"ESSEX University is contributing £464million to the economy in the Eastern region every year, according to a new report. ",Gazette News,economy,2015-12-08 04:17:00,-0.108253175473055,-0.176841294858558,17,0,0
72722.0,Obama's Big New Move on Coal,"In his second term, President Obama has taken increasingly forceful steps to fight climate change. He's forged emissions-limiting deals with",The Atlantic,obama,2016-01-15 21:44:56,-0.0106314658974962,-0.152525212862866,79,1,6
56459.0,Microsoft Has a Mixed Deal Record -- WSJ,Microsoft Has a Mixed Deal Record -- WSJ ,Nasdaq,microsoft,2016-06-14 00:07:00,0.0118113897815383,0.0118113897815383,-1,0,0
99802.0,Obama condemns violence at Trump rally,"That's not what our democracy is about,&quot; Obama said. &quot;That's not what you do. There's no room for violence. There's no place for shouting.",The Hill (blog),obama,2016-06-04 03:15:29,0.0765465544619743,-0.126658337276744,777,2,11
75929.0,DiCaprio as Putin or a Russian film about Obama?,It has been reported recently that Hollywood harbors an idea to make a film about Russian President. Announcements about the project,Pravda,obama,2016-02-03 16:01:31,0.0,0.220854689743011,3,2,0
86100.0,"Obama: US ramps up intelligence cooperation, to review ISIS fight at ...","In his weekly address broadcast on Saturday, Obama expressed condolences to the families of the Americans and others killed or hurt in the",Reuters,obama,2016-03-26 10:18:07,-0.0062814863453699,-0.0828196635991906,20,3,6
31509.0,Microsoft wants Xbox to play nicely with PlayStation,Read full story for latest details. ,CNN Money,microsoft,2016-03-15 06:57:00,0.0707925191812921,0.0510310363079829,236,0,83
35490.0,"How Apple, Microsoft are benefiting from tightening IT budgets","As expected growth in corporate tech budgets shrinks, capital investment priorities are sharpening with an increased focus on network security",MarketWatch,microsoft,2016-03-22 20:14:53,0.0,-0.110056470767568,5,1,14
57046.0,"Microsoft is learning to ship PC games again, says Spencer",Microsoft is relearning what it means to publish PC games again with its renewed Every Microsoft first party game shown at the company's E3,VG247,microsoft,2016-06-16 12:00:14,0.0,0.172229747539442,-1,0,0
25988.0,Tax Reform and the Economy: Who is Best?,"Consumers and businesses would be left with less to invest, as the economy continued to fight for growth. Regulations would grow. How any of",American Thinker,economy,2016-02-21 07:20:44,0.0,-0.216881904308927,41,0,1
47502.0,TD Says Canadian Economy has Peaked,"It looks like Canada's surprisingly strong run of economic data is ending, if TD Securities is right, and that means one of the fiercest rallies on",MarketPulse (blog),economy,2016-05-05 16:19:17,-0.255155181539914,0.161522211970115,0,1,0
99536.0,House Speaker Demands Investigation Into Obama's Iran Deception,"Speaker of the House Paul Ryan (R., Wis.) is calling for an immediate investigation into recent disclosures that the Obama administration",Washington Free Beacon,obama,2016-06-02 20:18:29,0.0122761593955998,0.136386181397495,93,1,1
